name,selling_price,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Maruti Alto 800 LXI,300000,2015,50000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5
Maruti 800 AC,75000,2007,60000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,4
Tata Indica Vista TDI LX,350000,2011,80000,Diesel,Individual,Manual,First Owner,19.4 kmpl,1405 CC,70 bhp,5
Maruti XL6 Alpha,1000000,2019,15000,Petrol,Individual,Manual,First Owner,19.01 kmpl,1462 CC,103.2 bhp,6
Tata Manza Aura (ABS) Quadrajet BS IV,170000,2010,150000,Diesel,Individual,Manual,Third Owner,21.12 kmpl,1248 CC,88.8 bhp,5
Maruti Swift Dzire Tour S CNG,600000,2018,40000,Petrol,Individual,Manual,First Owner,19.0 kmpl,1197 CC,85.8 bhp,5
Honda City 1.5 V AT,800000,2010,25000,Petrol,Individual,Automatic,First Owner,16.8 kmpl,1497 CC,118 bhp,5
Force One EX,850000,2018,120000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,2650 CC,80.84 bhp,7
Mahindra XUV500 W6 2WD,980000,2014,120000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,7
Ford Endeavour 2.5L 4X2,850000,2011,298000,Diesel,Individual,Manual,Second Owner,13.1 kmpl,2499 CC,141 bhp,7
Tata Sumo Gold GX BSIII,340000,2012,270000,Diesel,Individual,Manual,Third Owner,14.07 kmpl,2956 CC,68.4 bhp,7
Maruti Vitara Brezza ZDi AMT,900000,2018,50000,Diesel,Individual,Automatic,Second Owner,24.3 kmpl,1248 CC,88.5 bhp,5
Maruti Swift Dzire VDi,310000,2010,120000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,5
Maruti Ertiga ZDI,600000,2013,60000,Diesel,Individual,Manual,Third Owner,20.77 kmpl,1248 CC,88.8 bhp,7
Maruti Swift Dzire ZDi,270000,2008,149000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,5
Hyundai Santro Sportz BSIV,509999,2019,5000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,5
Tata Indica Vista TDI LX,225000,2013,70000,Diesel,Individual,Manual,Second Owner,19.4 kmpl,1405 CC,70 bhp,5
Hyundai i10 Magna,280000,2015,55000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,5
Tata Tiago 1.05 Revotorq XZ WO Alloy,490000,2016,100000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,5
Mahindra Bolero 2011-2019 Plus AC,440000,2013,120000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,9
Tata Safari Storme EX,500000,2014,291977,Diesel,Individual,Manual,First Owner,14.0 kmpl,2179 CC,138.1 bhp,7
Honda CR-V 2.4L 4WD,476999,2005,85000,Petrol,Individual,Manual,Third Owner,11.1 kmpl,2354 CC,158.8 bhp,5
Hyundai i20 Active 1.2 S,590000,2015,70000,Petrol,Individual,Manual,Third Owner,17.19 kmpl,1197 CC,81.86 bhp,5
Ford Endeavour 2.5L 4X2 MT,500000,2010,120000,Diesel,Individual,Manual,First Owner,13.1 kmpl,2499 CC,141 bhp,7
Ford EcoSport 1.5 TDCi Titanium BSIV,600000,2015,40000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,5
Mahindra Scorpio 1.99 S4,750000,2016,70000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,7
BMW 3 Series 320d GT Luxury Line,2950000,2017,39000,Diesel,Dealer,Automatic,First Owner,19.59 kmpl,1995 CC,187.74 bhp,5
BMW 5 Series 520d Luxury Line,5200000,2019,10000,Diesel,Dealer,Automatic,First Owner,18.12 kmpl,1995 CC,190 bhp,5
Volkswagen Polo 1.5 TDI Comfortline,695000,2019,36800,Diesel,Dealer,Manual,First Owner,20.14 kmpl,1498 CC,88 bhp,5
Maruti Swift Dzire VDI Optional,690000,2018,52200,Diesel,Dealer,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,5
Hyundai Grand i10 1.2 CRDi Magna,409999,2016,78000,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,5
Tata Harrier XZ Plus,1650000,2020,16000,Diesel,Dealer,Manual,First Owner,17.0 kmpl,1956 CC,167.67 bhp,5
Audi Q3 2.0 TDI Quattro Premium Plus,2375000,2016,30000,Diesel,Dealer,Automatic,First Owner,15.73 kmpl,1968 CC,174.33 bhp,5
Hyundai Grand i10 1.2 CRDi Sportz,525000,2017,29000,Diesel,Dealer,Manual,Second Owner,24.0 kmpl,1186 CC,73.97 bhp,5
Jeep Compass 2.0 Limited Plus 4X4,2150000,2019,25000,Diesel,Dealer,Manual,First Owner,16.3 kmpl,1956 CC,170.63 bhp,5
Mahindra XUV500 W8 2WD,540000,2013,60000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,7
Toyota Fortuner 4x4 AT,2750000,2017,60000,Diesel,Dealer,Automatic,Second Owner,12.55 kmpl,2982 CC,168.5 bhp,7
Mahindra Scorpio 1.99 S10 4WD,1000000,2016,112000,Diesel,Dealer,Manual,Second Owner,15.4 kmpl,1997 CC,120 bhp,7
Audi A4 35 TDI Premium Plus,2900000,2018,15000,Diesel,Dealer,Automatic,First Owner,18.25 kmpl,1968 CC,187.74 bhp,5
Mahindra TUV 300 mHAWK100 T8,725000,2017,40000,Diesel,Dealer,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7
Maruti Ciaz Alpha Diesel,975000,2018,36000,Diesel,Dealer,Manual,First Owner,28.09 kmpl,1248 CC,88.50 bhp,5
Maruti Wagon R VXI,355000,2016,60000,Petrol,Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,5
Honda CR-V 2.4L 4WD MT,400000,2008,120000,Petrol,Individual,Manual,First Owner,11.1 kmpl,2354 CC,158.8 bhp,5
Maruti Alto 800 VXI BSIV,265000,2015,48000,Petrol,Dealer,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,5
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,650000,2018,40000,Diesel,Dealer,Manual,First Owner,20.14 kmpl,1498 CC,88 bhp,5
Maruti Ciaz 1.3 Alpha,720000,2017,60000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,5
Hyundai Verna 1.6 VTVT S,850000,2016,25000,Petrol,Individual,Manual,First Owner,17.01 kmpl,1591 CC,121.3 bhp,5
Maruti Alto K10 VXI,290000,2015,42000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,5
Mercedes-Benz E-Class E 250 Elegance,1200000,2010,35000,Petrol,Individual,Automatic,Second Owner,10.93 kmpl,2497 CC,204 bhp,5
Mahindra TUV 300 T8 AMT,600000,2016,90000,Diesel,Individual,Automatic,Second Owner,18.49 kmpl,1493 CC,100 bhp,7
Maruti Ritz VDi,300000,2011,90000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,5
Renault Pulse RxL,225000,2012,110000,Diesel,Individual,Manual,Second Owner,23.08 kmpl,1461 CC,63.12 bhp,5
Maruti Swift Dzire VDi,240000,2009,70000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,5
Hyundai Verna 1.6 SX,700000,2014,80000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,5
Maruti Swift VDI BSIV,470000,2014,70000,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,5
Hyundai i20 Active 1.4 SX Dual Tone,800000,2016,80000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,5
Renault Duster 110PS Diesel RxZ,450000,2012,90000,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.45 bhp,5
Tata Indica V2 DLE BSII,90000,2007,90000,Diesel,Individual,Manual,Third Owner,17.2 kmpl,1396 CC,53.5 bhp,5
Toyota Corolla Altis Diesel D4DG,450000,2010,120000,Diesel,Individual,Manual,Second Owner,21.43 kmpl,1364 CC,87.2 bhp,5
Toyota Etios Liva GD,400000,2012,107500,Diesel,Individual,Manual,Second Owner,,,,
Toyota Innova Crysta 2.8 GX AT BSIV,1465000,2017,62000,Diesel,Dealer,Automatic,First Owner,11.36 kmpl,2755 CC,171.5 bhp,7
Hyundai Creta 1.6 CRDi SX Plus,925000,2016,79000,Diesel,Dealer,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,5
Toyota Innova Crysta 2.4 GX MT BSIV,1385000,2016,60000,Diesel,Dealer,Manual,Second Owner,13.68 kmpl,2393 CC,147.8 bhp,7
Toyota Fortuner 4x4 MT,2000000,2015,20000,Diesel,Individual,Manual,First Owner,12.55 kmpl,2982 CC,168.5 bhp,7
Tata Indigo LS,80000,2004,248200,Diesel,Individual,Manual,Second Owner,16.1 kmpl,1405 CC,70 bhp,5
Mahindra Scorpio SLX 2.6 Turbo 8 Str,300000,2007,110000,Diesel,Individual,Manual,Second Owner,10.5 kmpl,2179 CC,120 bhp,7
Maruti Swift Dzire VDi,360000,2009,100000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,5
Hyundai Verna Transform CRDi VGT SX ABS,320000,2010,70000,Diesel,Individual,Manual,Second Owner,16.2 kmpl,1493 CC,110 bhp,5
Ambassador Classic 2000 DSZ AC PS,99000,1994,100000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,1995 CC,52 bhp,5
Maruti Ertiga SHVS ZDI,780000,2016,50000,Diesel,Individual,Manual,Second Owner,24.52 kmpl,1248 CC,88.5 bhp,7
Maruti Ertiga VDI,620000,2013,139000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,7
Skoda Octavia RS 1.8 Turbo Petrol MT,100000,2006,120000,Petrol,Individual,Manual,Third Owner,13.1 kmpl,1781 CC,149.5 bhp,5
Tata Indica Vista Safire GLX,210000,2014,35000,Petrol,Individual,Manual,Second Owner,16.7 kmpl,1172 CC,64.1 bhp,5
Mahindra Bolero 2011-2019 SLE,375000,2015,80000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7
Renault Triber RXZ,786000,2019,7720,Petrol,Individual,Manual,First Owner,20.0 kmpl,999 CC,71 bhp,7
Mahindra XUV500 W8 AWD,1000000,2014,50000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7
Maruti Zen D,120000,2002,60000,Diesel,Individual,Manual,Second Owner,20.8 kmpl,1527 CC,58 bhp,5
Mahindra Verito Vibe 1.5 dCi D6,750000,2016,100000,Diesel,Individual,Manual,First Owner,20.8 kmpl,1461 CC,64.1 bhp,5
Hyundai i20 Magna 1.2,550000,2016,57882,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5
Tata Safari Storme LX,875000,2018,142000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,5
Tata Safari Storme LX,890000,2018,140000,Diesel,Individual,Manual,Third Owner,14.1 kmpl,2179 CC,147.94 bhp,5
Maruti Ertiga ZXI,700000,2015,35000,Petrol,Individual,Manual,First Owner,16.02 kmpl,1373 CC,93.7 bhp,7
Mahindra Bolero 2011-2019 SLX,550000,2015,30000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7
Datsun GO T Petrol,400000,2018,10000,Petrol,Individual,Manual,First Owner,19.83 kmpl,1198 CC,67 bhp,5
Maruti Celerio VXI,290000,2015,30000,Petrol,Individual,Manual,Second Owner,23.1 kmpl,998 CC,67.04 bhp,5
Tata Indigo CS LS (TDI) BS III,150000,2012,90000,Diesel,Individual,Manual,First Owner,19.09 kmpl,1396 CC,69 bhp,5
Maruti Eeco 7 Seater Standard BSIV,300000,2015,35000,Petrol,Individual,Manual,Second Owner,15.37 kmpl,1196 CC,73 bhp,7
Maruti Swift 1.3 VXi,220000,2009,25000,Petrol,Individual,Manual,First Owner,,,,
Maruti Wagon R LXI,221000,2008,35008,Petrol,Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,5
Datsun RediGO T,270000,2017,31100,Petrol,Dealer,Manual,First Owner,22.7 kmpl,799 CC,53.64 bhp,5
Hyundai Xcent 1.1 CRDi Base,455000,2014,42312,Diesel,Dealer,Manual,First Owner,24.4 kmpl,1120 CC,71 bhp,5
Toyota Etios G Safety,300000,2011,72000,Petrol,Dealer,Manual,First Owner,17.6 kmpl,1496 CC,88.7 bhp,5
Toyota Etios Liva 1.4 GD,480000,2014,54891,Diesel,Dealer,Manual,First Owner,23.59 kmpl,1364 CC,67.04 bhp,5
Hyundai Verna CRDi 1.6 AT SX Plus,1000000,2018,30000,Diesel,Individual,Automatic,First Owner,22.0 kmpl,1582 CC,126.2 bhp,5
BMW 3 Series 320d Luxury Line Plus,2600000,2017,44000,Diesel,Dealer,Automatic,First Owner,22.69 kmpl,1995 CC,190 bhp,5
Toyota Innova Crysta 2.8 ZX AT BSIV,1850000,2017,18890,Diesel,Dealer,Automatic,First Owner,11.36 kmpl,2755 CC,171.5 bhp,7
Hyundai Santro Magna BSIV,500000,2019,5000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,5
Mahindra Ssangyong Rexton RX7,800000,2013,117000,Diesel,Dealer,Automatic,First Owner,11.18 kmpl,2696 CC,184 bhp,7
Renault Koleos 2.0 Diesel,1000000,2013,75010,Diesel,Dealer,Automatic,First Owner,13.73 kmpl,1995 CC,148 bhp,5
Tata Manza Club Class Quadrajet90 LS,250000,2013,50000,Diesel,Individual,Manual,First Owner,21.02 kmpl,1248 CC,88.8 bhp,5
Renault Pulse RxZ Optional,245000,2012,100000,Diesel,Dealer,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,5
Hyundai Grand i10 Magna AT,625000,2019,4337,Petrol,Dealer,Automatic,First Owner,18.9 kmpl,1197 CC,82 bhp,5
Volkswagen Polo 2015-2019 1.0 MPI Trendline,560000,2018,14495,Petrol,Dealer,Manual,First Owner,18.78 kmpl,999 CC,75 bhp,5
Honda Jazz 1.2 V i VTEC,680000,2018,8576,Petrol,Dealer,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,5
Maruti Swift Dzire VDI,700000,2019,30000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Tata Indigo eCS LX BSIV,220000,2013,80000,Diesel,Individual,Manual,First Owner,23.03 kmpl,1396 CC,69 bhp,5
Tata Indigo CS LX (TDI) BS-III,450000,2017,70000,Diesel,Individual,Manual,First Owner,19.09 kmpl,1405 CC,69.01 bhp,5
Tata Tigor 1.2 Revotron XZA,525000,2017,19723,Petrol,Dealer,Automatic,First Owner,20.3 kmpl,1199 CC,84 bhp,5
Toyota Innova 2.5 GX 7 STR,650000,2009,242000,Diesel,Individual,Manual,Fourth & Above Owner,12.8 kmpl,2494 CC,102 bhp,7
BMW 6 Series GT 630d Luxury Line,5500000,2018,22000,Diesel,Individual,Automatic,First Owner,17.09 kmpl,2993 CC,261.4 bhp,4
Maruti Swift Dzire AMT ZDI Plus,875000,2017,30000,Diesel,Dealer,Automatic,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Hyundai i20 Asta Option 1.2,785000,2019,9000,Petrol,Dealer,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5
Honda WR-V i-VTEC VX,819999,2017,30000,Petrol,Dealer,Manual,First Owner,17.5 kmpl,1199 CC,88.7 bhp,5
BMW 3 Series GT Luxury Line,2950000,2016,60000,Diesel,Dealer,Automatic,First Owner,21.76 kmpl,1995 CC,188 bhp,5
Toyota Innova Crysta 2.4 ZX MT,1925000,2016,27000,Diesel,Dealer,Manual,First Owner,13.68 kmpl,2393 CC,147.51 bhp,7
Honda WR-V i-DTEC VX,885000,2017,39000,Diesel,Dealer,Manual,First Owner,25.5 kmpl,1498 CC,98.6 bhp,5
Ford EcoSport 1.5 Ti VCT AT Titanium BE BSIV,680000,2015,64000,Petrol,Dealer,Automatic,First Owner,16.05 kmpl,1499 CC,110.4 bhp,5
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,960000,2017,42000,Diesel,Dealer,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,5
Honda Brio 1.2 VX MT,385000,2012,45000,Petrol,Dealer,Manual,First Owner,18.5 kmpl,1198 CC,86.8 bhp,5
Tata Harrier XZ,1650000,2019,15000,Diesel,Dealer,Manual,First Owner,17.0 kmpl,1956 CC,167.67 bhp,5
Mahindra TUV 300 mHAWK100 T8,890000,2018,55000,Diesel,Dealer,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7
Ford Endeavour 3.0L 4X4 AT,1275000,2015,64000,Diesel,Dealer,Automatic,First Owner,11.4 kmpl,2953 CC,153.86 bhp,7
BMW 6 Series GT 630d Luxury Line,6000000,2018,27000,Diesel,Dealer,Automatic,First Owner,17.09 kmpl,2993 CC,261.4 bhp,4
Maruti Ciaz Delta Automatic BSIV,1025000,2019,15000,Petrol,Dealer,Automatic,First Owner,20.28 kmpl,1462 CC,103.25 bhp,5
Volkswagen Polo GT TSI,675000,2016,69000,Petrol,Dealer,Automatic,First Owner,17.2 kmpl,1197 CC,103.6 bhp,5
Maruti Swift Dzire ZXI Plus BS IV,700000,2017,80000,Petrol,Dealer,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,780000,2016,60000,Diesel,Dealer,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,5
Hyundai Verna 1.6 SX CRDi (O),1050000,2017,70000,Diesel,Dealer,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,5
Audi Q5 45 TDI quattro Technology,2700000,2015,105000,Diesel,Dealer,Automatic,Second Owner,13.22 kmpl,2967 CC,241.4 bhp,5
Tata Bolt Quadrajet XE,400000,2016,100000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 CC,74 bhp,5
Mahindra Bolero 2011-2019 Plus Non AC,400000,2011,100000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,9
Maruti Alto LX BSIII,85000,2009,90000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5
Tata Hexa XM,1300000,2018,35000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,153.86 bhp,7
Mahindra TUV 300 mHAWK100 T8,819999,2018,11500,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7
Mahindra TUV 300 T6 Plus AMT,620000,2015,40000,Diesel,Individual,Automatic,First Owner,18.49 kmpl,1493 CC,100 bhp,7
Renault KWID 1.0 RXL,260000,2018,50000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,5
Hyundai Elantra S,805000,2016,49900,Petrol,Dealer,Manual,First Owner,16.3 kmpl,1797 CC,147.5 bhp,5
Hyundai Grand i10 Asta,484999,2015,55380,Petrol,Dealer,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,5
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,811000,2018,11000,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,5
Honda Jazz 1.2 V AT i VTEC,575000,2015,50000,Petrol,Individual,Automatic,First Owner,19.0 kmpl,1199 CC,88.7 bhp,5
Jeep Compass 2.0 Longitude Option BSIV,1675000,2018,80000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,5
Skoda Rapid 1.6 MPI AT Elegance,645000,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,5
Jaguar XF Diesel,2500000,2015,13500,Diesel,Dealer,Automatic,First Owner,14.74 kmpl,2993 CC,270.9 bhp,5
Mercedes-Benz CLA 200 CGI Sport,2550000,2018,18000,Petrol,Dealer,Automatic,First Owner,15.04 kmpl,1991 CC,183 bhp,5
Mercedes-Benz New C-Class C 200 AVANTGARDE,2700000,2017,16000,Petrol,Dealer,Automatic,First Owner,14.74 kmpl,1991 CC,181.04 bhp,5
Volkswagen Ameo 1.2 MPI Highline Plus 16,650000,2017,18816,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1198 CC,73.75 bhp,5
Toyota Innova Crysta 2.4 ZX MT BSIV,1748999,2017,33019,Diesel,Dealer,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,7
Honda City V AT,925000,2017,18000,Petrol,Dealer,Automatic,First Owner,15.6 kmpl,1497 CC,116.3 bhp,5
Toyota Glanza V CVT,894999,2019,9654,Petrol,Dealer,Automatic,First Owner,19.56 kmpl,1197 CC,81.80 bhp,5
Maruti Alto K10 VXI,175000,2011,11000,Petrol,Dealer,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,5
Maruti Swift VXI,340000,2012,24300,Petrol,Dealer,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,5
Toyota Innova Crysta 2.8 ZX AT BSIV,1525000,2016,42163,Diesel,Dealer,Automatic,Second Owner,11.36 kmpl,2755 CC,171.5 bhp,7
Maruti Ciaz S 1.3,810000,2017,47747,Diesel,Dealer,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,5
Tata Nexon 1.5 Revotorq XZA Plus DualTone,1025000,2018,8000,Diesel,Dealer,Automatic,First Owner,21.5 kmpl,1497 CC,108.5 bhp,5
BMW 3 Series 320d Luxury Line,2150000,2016,30000,Diesel,Dealer,Automatic,First Owner,22.69 kmpl,1995 CC,190 bhp,5
Toyota Innova 2.5 G (Diesel) 8 Seater,910000,2013,70000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100 bhp,8
Tata Indica V2 DLX BSIII,300000,2016,60000,Diesel,Individual,Manual,Second Owner,17.88 kmpl,1405 CC,48.21 bhp,5
Maruti Zen LXi - BS III,120000,2004,80000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,5
Hyundai i20 Era 1.2,490000,2015,45900,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,5
Honda Amaze S i-Dtech,425000,2013,70000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,5
Maruti Alto LXi,155000,2011,40000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5
Mahindra Scorpio SLE BSIV,490000,2013,90000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,8
Maruti Alto LXi BSIII,132000,2010,105000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5
Hyundai Elite i20 Diesel Sportz,750000,2018,30000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.76 bhp,5
Maruti Wagon R VXI BS IV with ABS,225000,2011,20000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,5
Hyundai i10 Sportz,240000,2011,80000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,5
Maruti Wagon R VXI,33351,2004,90000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,998 CC,67.1 bhp,5
Chevrolet Spark 1.0,80000,2010,80000,Petrol,Individual,Manual,Second Owner,18.0 kmpl,995 CC,62 bhp,5
Maruti 800 Std,40000,2004,120000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,4
Honda BRV i-DTEC V MT,1100000,2019,50000,Diesel,Individual,Manual,Second Owner,21.9 kmpl,1498 CC,98.6 bhp,7
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,5
Lexus ES 300h,5150000,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,5
Jaguar XF 2.0 Diesel Portfolio,3200000,2017,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,5
Tata Safari Storme EX,503000,2015,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,7
Volvo XC40 D4 Inscription BSIV,3800000,2019,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,5
Toyota Camry 2.5 Hybrid,2000000,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,5
Maruti Wagon R LXI,225000,2013,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,5
Maruti Baleno Alpha 1.3,740000,2018,38817,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,5
Honda Jazz VX,550000,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,2013,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,7
Maruti Swift AMT VVT VXI,650000,2019,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5
Toyota Etios VX,625000,2017,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,5
Maruti Swift AMT ZXI,600000,2018,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5
Hyundai Grand i10 1.2 CRDi Sportz,450000,2017,56290,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,5
BMW X4 M Sport X xDrive20d,5400000,2019,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,5
BMW X4 M Sport X xDrive20d,5500000,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,5
Honda Amaze V CVT Petrol BSIV,779000,2019,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,5
Skoda Rapid 1.6 MPI AT Elegance,645000,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,5
Volvo V40 D3 R-Design,2475000,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,5
Hyundai Xcent 1.1 CRDi S,380000,2016,80000,Diesel,Individual,Manual,Second Owner,24.4 kmpl,1120 CC,71 bhp,5
Tata New Safari DICOR 2.2 EX 4x2,300000,2011,120000,Diesel,Individual,Manual,Second Owner,11.57 kmpl,2179 CC,138.1 bhp,7
Maruti Alto 800 LXI Anniversary Edition,240000,2014,50000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5
Maruti Swift VDI,325000,2011,70000,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,5
Mahindra KUV 100 mFALCON D75 K6,400000,2016,130000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,6
Renault Lodgy Stepway 85PS RXZ 8S,800000,2017,50000,Diesel,Individual,Manual,First Owner,21.04 kmpl,1461 CC,83.8 bhp,8
Ford EcoSport 1.5 Diesel Titanium BSIV,950000,2018,80000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,5
